target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,10,7,187,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,656.6893896000001,656.6893896000001,656.6893896000001,656.6893896000001,657.6825682000003,657.7132088000003,j,j,1,0.6592614999999569,658.3462009,658.3462009,658.3462009,658.3462009,658.3462009,658.3462009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,10,8,188,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,658.3462009,658.3462009,658.3462009,658.3462009,659.3343918,659.3648964000004,k,k,1,0.7460879999998724,660.0935721000001,660.0935721000001,660.0935721000001,660.0935721000001,660.0935721000001,660.0935721000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,10,9,189,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,660.0935721000001,660.0935721000001,660.0935721000001,660.0935721000001,661.067935,661.1286386000002,k,k,1,0.6980435000000398,661.8022985000002,661.8022985000002,661.8022985000002,661.8022985000002,661.8022985000002,661.8022985000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,10,10,190,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,661.8022985000002,661.8022985000002,661.8022985000002,661.8022985000002,662.7739254000003,662.8409755000002,l,l,1,0.8231055000001106,663.6256493999999,663.6256493999999,663.6256493999999,663.6256493999999,663.6256493999999,663.6256493999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,10,11,191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,663.6256493999999,663.6256493999999,663.6256493999999,663.6256493999999,664.5939508000001,664.6665991,j,j,1,0.9499599999999191,665.574681,665.574681,665.574681,665.574681,665.574681,665.574681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,10,12,192,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,665.574681,665.574681,665.574681,665.574681,666.5661326,666.6011382000002,j,j,1,0.7964281999998093,667.3767806000001,667.3767806000001,667.3767806000001,667.3767806000001,667.3767806000001,667.3767806000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,10,13,193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,667.3767806000001,667.3767806000001,667.3767806000001,667.3767806000001,668.3488949000002,668.4118204000001,k,k,1,0.7665170000000217,669.1448586000001,669.1448586000001,669.1448586000001,669.1448586000001,669.1448586000001,669.1448586000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,10,14,194,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,669.1448586000001,669.1448586000001,669.1448586000001,669.1448586000001,670.1416423000001,670.1731669000001,l,l,1,0.7811461000001145,670.9326612,670.9326612,670.9326612,670.9326612,670.9326612,670.9326612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,10,15,195,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,670.9326612,670.9326612,670.9326612,670.9326612,671.9181142000002,671.9494710000004,k,k,1,0.7957211999996616,672.7270924,672.7270924,672.7270924,672.7270924,672.7270924,672.7270924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,10,16,196,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,672.7270924,672.7270924,672.7270924,672.7270924,673.7246580999999,673.7567343000001,j,j,1,0.9126223000002938,674.6445407000001,674.6445407000001,674.6445407000001,674.6445407000001,674.6445407000001,674.6445407000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,10,17,197,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,674.6445407000001,674.6445407000001,674.6445407000001,674.6445407000001,675.6301530000001,675.6661601000001,l,l,1,0.8600722999999562,676.5104238000004,676.5104238000004,676.5104238000004,676.5104238000004,676.5104238000004,676.5104238000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,0,198,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,676.5104238000004,676.5104238000004,676.5104238000004,676.5104238000004,677.4877693000003,677.5536139999999,l,l,1,0.7088794999999664,678.2268614,678.2268614,678.2268614,678.2268614,678.2268614,678.2268614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,1,199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,678.2268614,678.2268614,678.2268614,678.2268614,679.2031193000003,679.2652337,k,k,1,0.7902632999998787,680.0238029000002,680.0238029000002,680.0238029000002,680.0238029000002,680.0238029000002,680.0238029000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,2,200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,680.0238029000002,680.0238029000002,680.0238029000002,680.0238029000002,681.0094571,681.0397149,l,l,1,0.7315100000000712,681.7584569999999,681.7584569999999,681.7584569999999,681.7584569999999,681.7584569999999,681.7584569999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,3,201,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,681.7584569999999,681.7584569999999,681.7584569999999,681.7584569999999,682.7495078000002,682.7806371000001,k,k,1,0.7398611999997229,683.5052631000003,683.5052631000003,683.5052631000003,683.5052631000003,683.5052631000003,683.5052631000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,4,202,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,683.5052631000003,683.5052631000003,683.5052631000003,683.5052631000003,684.4768637000002,684.5375330000002,j,j,1,0.6897991999999249,685.1950042000003,685.1950042000003,685.1950042000003,685.1950042000003,685.1950042000003,685.1950042000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,5,203,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,685.1950042000003,685.1950042000003,685.1950042000003,685.1950042000003,686.1699627000003,686.239572,l,k,0,0.7151933000000099,686.8980271,686.8980271,686.8980271,687.9265797000003,687.9265797000003,687.9265797000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,6,204,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,687.9265797000003,687.9265797000003,687.9265797000003,687.9265797000003,688.9321362000001,688.9645981000003,l,l,1,0.8946441000002778,689.8281091000003,689.8281091000003,689.8281091000003,689.8281091000003,689.8281091000003,689.8281091000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,7,205,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,689.8281091000003,689.8281091000003,689.8281091000003,689.8281091000003,690.8143271000004,690.8457689000002,l,l,1,0.7754522000000179,691.6114883,691.6114883,691.6114883,691.6114883,691.6114883,691.6114883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,8,206,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,691.6114883,691.6114883,691.6114883,691.6114883,692.5995072000001,692.6297537,j,j,1,0.9401581000001897,693.5547220000003,693.5547220000003,693.5547220000003,693.5547220000003,693.5547220000003,693.5547220000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,9,207,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,693.5547220000003,693.5547220000003,693.5547220000003,693.5547220000003,694.5318540000003,694.5957814000003,k,k,1,0.8761028999997507,695.434796,695.434796,695.434796,695.434796,695.434796,695.434796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,10,208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,695.434796,695.434796,695.434796,695.434796,696.4060088000001,696.4681780999999,k,k,1,0.6491306999996596,697.0843779000002,697.0843779000002,697.0843779000002,697.0843779000002,697.0843779000002,697.0843779000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,11,209,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,697.0843779000002,697.0843779000002,697.0843779000002,697.0843779000002,698.0667310000003,698.1310080000003,k,k,1,0.8612923000000592,698.9501204000003,698.9501204000003,698.9501204000003,698.9501204000003,698.9501204000003,698.9501204000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,12,210,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,698.9501204000003,698.9501204000003,698.9501204000003,698.9501204000003,699.9231715000001,699.9859964000002,j,j,1,0.8418765000001258,700.7916548000003,700.7916548000003,700.7916548000003,700.7916548000003,700.7916548000003,700.7916548000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,13,211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,700.7916548000003,700.7916548000003,700.7916548000003,700.7916548000003,701.7769576999999,701.80809,j,j,1,0.7449779000003218,702.5414612,702.5414612,702.5414612,702.5414612,702.5414612,702.5414612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,14,212,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,702.5414612,702.5414612,702.5414612,702.5414612,703.5337674000002,703.5638607999999,j,j,1,0.9122750000001361,704.4559082999999,704.4559082999999,704.4559082999999,704.4559082999999,704.4559082999999,704.4559082999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,15,213,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,704.4559082999999,704.4559082999999,704.4559082999999,704.4559082999999,705.4563416999999,705.4865225000003,j,j,1,0.8860829999998714,706.3495787000002,706.3495787000002,706.3495787000002,706.3495787000002,706.3495787000002,706.3495787000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,16,214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,706.3495787000002,706.3495787000002,706.3495787000002,706.3495787000002,707.3367794000001,707.3681434,l,l,1,0.7884710000002997,708.1338026000003,708.1338026000003,708.1338026000003,708.1338026000003,708.1338026000003,708.1338026000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,17,215,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,708.1338026000003,708.1338026000003,708.1338026000003,708.1338026000003,709.126436,709.1571604000001,k,k,1,0.8454795000002377,709.9834761000002,709.9834761000002,709.9834761000002,709.9834761000002,709.9834761000002,709.9834761000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,0,216,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,709.9834761000002,709.9834761000002,709.9834761000002,709.9834761000002,710.9742928999999,711.0075876000001,l,l,1,0.8221072000001186,711.8130493000003,711.8130493000003,711.8130493000003,711.8130493000003,711.8130493000003,711.8130493000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,1,217,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,711.8130493000003,711.8130493000003,711.8130493000003,711.8130493000003,712.7845595000003,712.8496517000003,l,l,1,0.8589428999998745,713.6745316000001,713.6745316000001,713.6745316000001,713.6745316000001,713.6745316000001,713.6745316000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,2,218,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,713.6745316000001,713.6745316000001,713.6745316000001,713.6745316000001,714.6630504,714.6929462000003,k,k,1,0.9315535000000637,715.6050581,715.6050581,715.6050581,715.6050581,715.6050581,715.6050581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,3,219,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,715.6050581,715.6050581,715.6050581,715.6050581,716.6008159000003,716.6339446000002,k,k,1,0.854184400000122,717.4649614,717.4649614,717.4649614,717.4649614,717.4649614,717.4649614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,4,220,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,717.4649614,717.4649614,717.4649614,717.4649614,718.4434507999999,718.5074490000002,k,k,1,0.8509985000000597,719.322917,719.322917,719.322917,719.322917,719.322917,719.322917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,5,221,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,719.322917,719.322917,719.322917,719.322917,720.3050796000002,720.3679050000001,l,l,1,0.8013141999999789,721.1246414000002,721.1246414000002,721.1246414000002,721.1246414000002,721.1246414000002,721.1246414000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,6,222,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,721.1246414000002,721.1246414000002,721.1246414000002,721.1246414000002,722.1150263,722.1473736000003,l,l,1,0.9160006000001886,723.0490623999999,723.0490623999999,723.0490623999999,723.0490623999999,723.0490623999999,723.0490623999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,7,223,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,723.0490623999999,723.0490623999999,723.0490623999999,723.0490623999999,724.0333814,724.0655700000002,k,k,1,0.9150836000003437,724.9675810000003,724.9675810000003,724.9675810000003,724.9675810000003,724.9675810000003,724.9675810000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,8,224,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,724.9675810000003,724.9675810000003,724.9675810000003,724.9675810000003,725.9400458,726.0011422000002,l,l,1,0.9132739000001493,726.8818355000003,726.8818355000003,726.8818355000003,726.8818355000003,726.8818355000003,726.8818355000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,9,225,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,726.8818355000003,726.8818355000003,726.8818355000003,726.8818355000003,727.8725395000001,727.9045661,j,j,1,0.9947778000000653,728.8802448000001,728.8802448000001,728.8802448000001,728.8802448000001,728.8802448000001,728.8802448000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,10,226,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,728.8802448000001,728.8802448000001,728.8802448000001,728.8802448000001,729.8514660999999,729.9252526,k,k,1,0.9183344000002762,730.8012072000001,730.8012072000001,730.8012072000001,730.8012072000001,730.8012072000001,730.8012072000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,11,227,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,730.8012072000001,730.8012072000001,730.8012072000001,730.8012072000001,731.7926931000002,731.8234046000002,k,k,1,0.6736911000002692,732.4768115000002,732.4768115000002,732.4768115000002,732.4768115000002,732.4768115000002,732.4768115000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,12,228,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,732.4768115000002,732.4768115000002,732.4768115000002,732.4768115000002,733.4553867,733.5163069,j,j,1,0.7635713000004216,734.245304,734.245304,734.245304,734.245304,734.245304,734.245304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,13,229,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,734.245304,734.245304,734.245304,734.245304,735.2215101000002,735.2817150999999,j,j,1,0.808652699999584,736.056446,736.056446,736.056446,736.056446,736.056446,736.056446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,14,230,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,736.056446,736.056446,736.056446,736.056446,737.0453280000002,737.0772590000001,j,j,1,0.7837313999998514,737.8525768,737.8525768,737.8525768,737.8525768,737.8525768,737.8525768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
