target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,10,15,195,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,644.0149896,644.0149896,644.0149896,644.0149896,644.9911181999998,645.0556253000002,j,j,1,1.0555973999998969,646.0711386,646.0711386,646.0711386,646.0711386,646.0711386,646.0711386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,10,16,196,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,646.0711386,646.0711386,646.0711386,646.0711386,647.0626640000003,647.0997602999998,k,k,1,1.7975925000000643,648.8484949000001,648.8484949000001,648.8484949000001,649.8915731,649.8915731,649.8915731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,10,17,197,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,649.8915731,649.8915731,649.8915731,649.8915731,650.8816454,650.9125826000002,k,k,1,1.0010650999997779,651.8995837,651.8995837,651.8995837,651.8995837,651.8995837,651.8995837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,0,198,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,651.8995837,651.8995837,651.8995837,651.8995837,652.8850782000002,652.9173664000002,l,l,1,0.7389297999998234,653.6405508999999,653.6405508999999,653.6405508999999,653.6405508999999,653.6405508999999,653.6405508999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,1,199,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,653.6405508999999,653.6405508999999,653.6405508999999,653.6405508999999,654.6241828999998,654.6602882,k,k,1,1.2142112999999881,655.8488728999998,655.8488728999998,655.8488728999998,655.8488728999998,655.8488728999998,655.8488728999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,2,200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,655.8488728999998,655.8488728999998,655.8488728999998,655.8488728999998,656.8565501,656.8882372999999,j,j,1,0.8618939000002683,657.7207678000002,657.7207678000002,657.7207678000002,657.7207678000002,657.7207678000002,657.7207678000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,3,201,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,657.7207678000002,657.7207678000002,657.7207678000002,657.7207678000002,658.7072414000002,658.7595054000001,l,l,1,1.4788573000000724,660.1975293000003,660.1975293000003,660.1975293000003,660.1975293000003,660.1975293000003,660.1975293000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,4,202,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,660.1975293000003,660.1975293000003,660.1975293000003,660.1975293000003,661.1796670000001,661.2512812000002,l,l,1,0.7842651000000842,661.9892828,661.9892828,661.9892828,661.9892828,661.9892828,661.9892828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,5,203,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,661.9892828,661.9892828,661.9892828,661.9892828,662.9818524,663.0133923999999,k,k,1,0.7687919999998485,663.7631051999999,663.7631051999999,663.7631051999999,663.7631051999999,663.7631051999999,663.7631051999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,6,204,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,663.7631051999999,663.7631051999999,663.7631051999999,663.7631051999999,664.7517086999999,664.7890909999999,j,j,1,1.2057028999997783,665.9711982000001,665.9711982000001,665.9711982000001,665.9711982000001,665.9711982000001,665.9711982000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,7,205,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,665.9711982000001,665.9711982000001,665.9711982000001,665.9711982000001,666.9461941000002,667.0138740999998,l,l,1,2.556545900000401,669.5075398000001,669.5075398000001,669.5075398000001,670.5517323000001,670.5517323000001,670.5517323000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,8,206,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,670.5517323000001,670.5517323000001,670.5517323000001,670.5517323000001,671.5517920999998,671.5829389000003,l,l,1,1.0740258000000722,672.6312346000002,672.6312346000002,672.6312346000002,672.6312346000002,672.6312346000002,672.6312346000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,9,207,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,672.6312346000002,672.6312346000002,672.6312346000002,672.6312346000002,673.6253327000002,673.6626294999999,j,j,1,1.0039268000000448,674.6375340000002,674.6375340000002,674.6375340000002,674.6375340000002,674.6375340000002,674.6375340000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,10,208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,674.6375340000002,674.6375340000002,674.6375340000002,674.6375340000002,675.6209943000001,675.6516674000002,j,j,1,0.8722342000000936,676.5120823,676.5120823,676.5120823,676.5120823,676.5120823,676.5120823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,11,209,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,676.5120823,676.5120823,676.5120823,676.5120823,677.5042501,677.5326928000002,k,k,1,0.8785284999999021,678.3913421999998,678.3913421999998,678.3913421999998,678.3913421999998,678.3913421999998,678.3913421999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,12,210,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,678.3913421999998,678.3913421999998,678.3913421999998,678.3913421999998,679.3940880000002,679.4237443,l,l,1,0.7686853999998675,680.1716705000001,680.1716705000001,680.1716705000001,680.1716705000001,680.1716705000001,680.1716705000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,13,211,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,680.1716705000001,680.1716705000001,680.1716705000001,680.1716705000001,681.1504528000003,681.2113600999999,k,k,1,0.8008398000001762,681.9756472000001,681.9756472000001,681.9756472000001,681.9756472000001,681.9756472000001,681.9756472000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,14,212,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,681.9756472000001,681.9756472000001,681.9756472000001,681.9756472000001,682.9791206000002,683.0148090999999,j,j,1,0.8060626000001321,683.7855081999999,683.7855081999999,683.7855081999999,683.7855081999999,683.7855081999999,683.7855081999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,15,213,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,683.7855081999999,683.7855081999999,683.7855081999999,683.7855081999999,684.7826115,684.8121463,j,j,1,0.7601832999998805,685.5428561000001,685.5428561000001,685.5428561000001,685.5428561000001,685.5428561000001,685.5428561000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,16,214,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,685.5428561000001,685.5428561000001,685.5428561000001,685.5428561000001,686.5342367999999,686.5711056000002,k,k,1,0.8275265000002037,687.3741774000002,687.3741774000002,687.3741774000002,687.3741774000002,687.3741774000002,687.3741774000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,17,215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,687.3741774000002,687.3741774000002,687.3741774000002,687.3741774000002,688.3541932999999,688.4160749999999,k,k,1,0.6527482999999847,689.0245292000002,689.0245292000002,689.0245292000002,689.0245292000002,689.0245292000002,689.0245292000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,0,216,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,689.0245292000002,689.0245292000002,689.0245292000002,689.0245292000002,690.0235300000002,690.0537335000001,k,k,1,0.6644815999998173,690.6960188,690.6960188,690.6960188,690.6960188,690.6960188,690.6960188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,1,217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,690.6960188,690.6960188,690.6960188,690.6960188,691.6693784000001,691.7352625000001,j,j,1,0.8046073000000433,692.5033673999999,692.5033673999999,692.5033673999999,692.5033673999999,692.5033673999999,692.5033673999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,2,218,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,692.5033673999999,692.5033673999999,692.5033673999999,692.5033673999999,693.4758589,693.5451200999998,j,j,1,0.6961623999995936,694.201969,694.201969,694.201969,694.201969,694.201969,694.201969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,3,219,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,694.201969,694.201969,694.201969,694.201969,695.1805322000002,695.2394207999998,l,l,1,0.714946399999917,695.9274211,695.9274211,695.9274211,695.9274211,695.9274211,695.9274211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,4,220,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,695.9274211,695.9274211,695.9274211,695.9274211,696.9036764,696.9653417000002,k,k,1,0.6830971999997928,697.6095831,697.6095831,697.6095831,697.6095831,697.6095831,697.6095831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,5,221,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,697.6095831,697.6095831,697.6095831,697.6095831,698.5858679999999,698.6534187,l,l,1,0.8466197000002467,699.4607876000002,699.4607876000002,699.4607876000002,699.4607876000002,699.4607876000002,699.4607876000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,6,222,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,699.4607876000002,699.4607876000002,699.4607876000002,699.4607876000002,700.4358488,700.4975071000001,j,j,1,0.7806725999998889,701.2411221999998,701.2411221999998,701.2411221999998,701.2411221999998,701.2411221999998,701.2411221999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,7,223,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,701.2411221999998,701.2411221999998,701.2411221999998,701.2411221999998,702.2299704,702.2594855999998,k,k,1,0.9075442999996994,703.1602141999999,703.1602141999999,703.1602141999999,703.1602141999999,703.1602141999999,703.1602141999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,8,224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,703.1602141999999,703.1602141999999,703.1602141999999,703.1602141999999,704.1436995000001,704.1748479999999,k,k,1,0.6994104999998854,704.8579413,704.8579413,704.8579413,704.8579413,704.8579413,704.8579413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,9,225,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,704.8579413,704.8579413,704.8579413,704.8579413,705.8319346000001,705.8923746000003,l,l,1,0.7418513999996321,706.6066125999998,706.6066125999998,706.6066125999998,706.6066125999998,706.6066125999998,706.6066125999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,10,226,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,706.6066125999998,706.6066125999998,706.6066125999998,706.6066125999998,707.5756767999999,707.6339519999999,l,l,1,1.0390081999998984,708.6531364,708.6531364,708.6531364,708.6531364,708.6531364,708.6531364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,11,227,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,708.6531364,708.6531364,708.6531364,708.6531364,709.6460731999998,709.6752794000001,k,k,1,0.7747536000001674,710.4214181999998,710.4214181999998,710.4214181999998,710.4214181999998,710.4214181999998,710.4214181999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,12,228,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,710.4214181999998,710.4214181999998,710.4214181999998,710.4214181999998,711.4078086000002,711.4400480000002,l,l,1,1.0494785999999294,712.4821052999998,712.4821052999998,712.4821052999998,712.4821052999998,712.4821052999998,712.4821052999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,13,229,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,712.4821052999998,712.4821052999998,712.4821052999998,712.4821052999998,713.4611485000003,713.5239736999999,j,j,1,0.7661557000001267,714.2533323,714.2533323,714.2533323,714.2533323,714.2533323,714.2533323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,14,230,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,714.2533323,714.2533323,714.2533323,714.2533323,715.2479209999999,715.2791878,k,k,1,0.6886515000001054,715.9485433000002,715.9485433000002,715.9485433000002,715.9485433000002,715.9485433000002,715.9485433000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,15,231,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,715.9485433000002,715.9485433000002,715.9485433000002,715.9485433000002,716.9230153000001,716.9828473999999,j,j,1,0.7530451000002358,717.7101027000001,717.7101027000001,717.7101027000001,717.7101027000001,717.7101027000001,717.7101027000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,16,232,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,717.7101027000001,717.7101027000001,717.7101027000001,717.7101027000001,718.6732880000002,718.7328380000001,l,l,1,0.7636923000000024,719.4642930000002,719.4642930000002,719.4642930000002,719.4642930000002,719.4642930000002,719.4642930000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,17,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,719.4642930000002,719.4642930000002,719.4642930000002,719.4642930000002,720.4638551,720.4926926,j,j,1,0.843121500000052,721.3176541999999,721.3176541999999,721.3176541999999,721.3176541999999,721.3176541999999,721.3176541999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,0,234,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,721.3176541999999,721.3176541999999,721.3176541999999,721.3176541999999,722.2926100000002,722.3542481000002,k,k,1,0.7925221999998939,723.1082840000001,723.1082840000001,723.1082840000001,723.1082840000001,723.1082840000001,723.1082840000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,1,235,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,723.1082840000001,723.1082840000001,723.1082840000001,723.1082840000001,724.1017327000002,724.1314408000001,l,l,1,0.7353273000003355,724.8487186999998,724.8487186999998,724.8487186999998,724.8487186999998,724.8487186999998,724.8487186999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,2,236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,724.8487186999998,724.8487186999998,724.8487186999998,724.8487186999998,725.8390145000001,725.8695918999999,j,j,1,0.8326166000001649,726.6770162,726.6770162,726.6770162,726.6770162,726.6770162,726.6770162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,3,237,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,726.6770162,726.6770162,726.6770162,726.6770162,727.6538050000001,727.7163521999998,j,j,1,1.2785438000000795,728.9654615000002,728.9654615000002,728.9654615000002,728.9654615000002,728.9654615000002,728.9654615000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,4,238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,728.9654615000002,728.9654615000002,728.9654615000002,728.9654615000002,729.962002,729.9964793000001,l,l,1,0.7865350000001854,730.7533317999998,730.7533317999998,730.7533317999998,730.7533317999998,730.7533317999998,730.7533317999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
