target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,13,211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,737.3048609,737.3048609,737.3048609,737.3048609,738.2842659,738.3506569999997,k,k,1,0.9481210000003557,739.2558846,739.2558846,739.2558846,739.2558846,739.2558846,739.2558846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,14,212,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,739.2558846,739.2558846,739.2558846,739.2558846,740.2289423999998,740.2967284999997,l,l,1,1.0276536999999735,741.2860327000001,741.2860327000001,741.2860327000001,741.2860327000001,741.2860327000001,741.2860327000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,15,213,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,741.2860327000001,741.2860327000001,741.2860327000001,741.2860327000001,742.2771893000001,742.3134582,j,j,1,1.1473171999996339,743.4337478999998,743.4337478999998,743.4337478999998,743.4337478999998,743.4337478999998,743.4337478999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,16,214,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,743.4337478999998,743.4337478999998,743.4337478999998,743.4337478999998,744.4158212,744.4901406000001,k,k,1,1.0105709000004026,745.4458564999998,745.4458564999998,745.4458564999998,745.4458564999998,745.4458564999998,745.4458564999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,17,215,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,745.4458564999998,745.4458564999998,745.4458564999998,745.4458564999998,746.4404885000001,746.4748395999998,l,l,1,0.8512163999998847,747.3042039999998,747.3042039999998,747.3042039999998,747.3042039999998,747.3042039999998,747.3042039999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,0,216,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,747.3042039999998,747.3042039999998,747.3042039999998,747.3042039999998,748.2910091000001,748.3263546000001,k,k,1,0.9372825999998895,749.2450151,749.2450151,749.2450151,749.2450151,749.2450151,749.2450151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,1,217,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,749.2450151,749.2450151,749.2450151,749.2450151,750.2236759999998,750.2896843000001,k,k,1,0.9107028000003083,751.1644180999999,751.1644180999999,751.1644180999999,751.1644180999999,751.1644180999999,751.1644180999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,2,218,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,751.1644180999999,751.1644180999999,751.1644180999999,751.1644180999999,752.1525193,752.1859643999999,l,l,1,1.0102631000004294,753.1674216999997,753.1674216999997,753.1674216999997,753.1674216999997,753.1674216999997,753.1674216999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,3,219,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,753.1674216999997,753.1674216999997,753.1674216999997,753.1674216999997,754.1578278,754.1980625999997,k,k,1,1.120531999999912,755.2932349999999,755.2932349999999,755.2932349999999,755.2932349999999,755.2932349999999,755.2932349999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,4,220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,755.2932349999999,755.2932349999999,755.2932349999999,755.2932349999999,756.2701172,756.3423651,j,j,1,1.0743391999999403,757.3816343999999,757.3816343999999,757.3816343999999,757.3816343999999,757.3816343999999,757.3816343999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,5,221,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,757.3816343999999,757.3816343999999,757.3816343999999,757.3816343999999,758.365223,758.3975782,k,k,1,0.9980060000002595,759.3738738,759.3738738,759.3738738,759.3738738,759.3738738,759.3738738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,6,222,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,759.3738738,759.3738738,759.3738738,759.3738738,760.3633407999998,760.4029503999998,l,l,1,0.9927870000001349,761.3697313999999,761.3697313999999,761.3697313999999,761.3697313999999,761.3697313999999,761.3697313999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,7,223,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,761.3697313999999,761.3697313999999,761.3697313999999,761.3697313999999,762.3619920999997,762.3950621000001,l,l,1,1.0895124999997279,763.459087,763.459087,763.459087,763.459087,763.459087,763.459087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,8,224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,763.459087,763.459087,763.459087,763.459087,764.4565897,764.4892849999999,k,k,1,0.9645375999998578,765.4289078999998,765.4289078999998,765.4289078999998,765.4289078999998,765.4289078999998,765.4289078999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,9,225,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,765.4289078999998,765.4289078999998,765.4289078999998,765.4289078999998,766.4057399000001,766.4728643999999,j,j,1,1.129014300000108,767.561919,767.561919,767.561919,767.561919,767.561919,767.561919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,10,226,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,767.561919,767.561919,767.561919,767.561919,768.5547872,768.5910846999998,k,k,1,1.0004880000001322,769.5656673000001,769.5656673000001,769.5656673000001,769.5656673000001,769.5656673000001,769.5656673000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,11,227,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,769.5656673000001,769.5656673000001,769.5656673000001,769.5656673000001,770.5661690999998,770.6137685000001,j,j,1,1.1056978000001436,771.6748580999999,771.6748580999999,771.6748580999999,771.6748580999999,771.6748580999999,771.6748580999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,12,228,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,771.6748580999999,771.6748580999999,771.6748580999999,771.6748580999999,772.6489021,772.7168755,j,j,1,0.9737734999998793,773.6499025,773.6499025,773.6499025,773.6499025,773.6499025,773.6499025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,13,229,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,773.6499025,773.6499025,773.6499025,773.6499025,774.6397368,774.6723068999997,l,l,1,0.941737699999976,775.5983700999998,775.5983700999998,775.5983700999998,775.5983700999998,775.5983700999998,775.5983700999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,14,230,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,775.5983700999998,775.5983700999998,775.5983700999998,775.5983700999998,776.5665873,776.6448133000001,l,l,1,0.9354351999995743,777.5357581000001,777.5357581000001,777.5357581000001,777.5357581000001,777.5357581000001,777.5357581000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,15,231,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,777.5357581000001,777.5357581000001,777.5357581000001,777.5357581000001,778.5264691999998,778.561195,j,j,1,1.0731605000000854,779.6127939999999,779.6127939999999,779.6127939999999,779.6127939999999,779.6127939999999,779.6127939999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,16,232,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,779.6127939999999,779.6127939999999,779.6127939999999,779.6127939999999,780.6081650999997,780.6414950999999,j,j,1,1.0450731000000815,781.6607124,781.6607124,781.6607124,781.6607124,781.6607124,781.6607124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,17,233,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,781.6607124,781.6607124,781.6607124,781.6607124,782.6423616999998,782.7078807999999,l,l,1,0.9889293000001089,783.6583988999998,783.6583988999998,783.6583988999998,783.6583988999998,783.6583988999998,783.6583988999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,0,234,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,783.6583988999998,783.6583988999998,783.6583988999998,783.6583988999998,784.6539466000002,784.6868572999999,k,k,1,0.9390859000000091,785.5958459000001,785.5958459000001,785.5958459000001,785.5958459000001,785.5958459000001,785.5958459000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,1,235,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,785.5958459000001,785.5958459000001,785.5958459000001,785.5958459000001,786.5932793999998,786.6263741,l,l,1,1.028056099999958,787.6309227999998,787.6309227999998,787.6309227999998,787.6309227999998,787.6309227999998,787.6309227999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,2,236,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,787.6309227999998,787.6309227999998,787.6309227999998,787.6309227999998,788.6183069000001,788.6534813000001,l,l,1,0.9955827999997382,789.6281861,789.6281861,789.6281861,789.6281861,789.6281861,789.6281861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,3,237,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,789.6281861,789.6281861,789.6281861,789.6281861,790.6155860000001,790.6492768999999,j,j,1,1.0828773999996884,791.7273709999997,791.7273709999997,791.7273709999997,791.7273709999997,791.7273709999997,791.7273709999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,4,238,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,791.7273709999997,791.7273709999997,791.7273709999997,791.7273709999997,792.7140207999998,792.7494362999998,l,l,1,0.9370515000000523,793.6607944999998,793.6607944999998,793.6607944999998,793.6607944999998,793.6607944999998,793.6607944999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,5,239,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,793.6607944999998,793.6607944999998,793.6607944999998,793.6607944999998,794.6452968000001,794.6781226999999,k,k,1,0.9908319999999549,795.6544090999998,795.6544090999998,795.6544090999998,795.6544090999998,795.6544090999998,795.6544090999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,6,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,795.6544090999998,795.6544090999998,795.6544090999998,795.6544090999998,796.6382523,796.6695478999998,j,j,1,1.1195533999998588,797.7732856999999,797.7732856999999,797.7732856999999,797.7732856999999,797.7732856999999,797.7732856999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,7,241,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,797.7732856999999,797.7732856999999,797.7732856999999,797.7732856999999,798.7749013,798.8087927999998,l,l,1,0.8850855999999112,799.6667741999997,799.6667741999997,799.6667741999997,799.6667741999997,799.6667741999997,799.6667741999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,8,242,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,799.6667741999997,799.6667741999997,799.6667741999997,799.6667741999997,800.6414579,800.7078033,j,j,1,1.0261311999997815,801.6934333000002,801.6934333000002,801.6934333000002,801.6934333000002,801.6934333000002,801.6934333000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,9,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,801.6934333000002,801.6934333000002,801.6934333000002,801.6934333000002,802.6938271000001,802.7286925999999,k,k,1,1.0175623000000087,803.7137990999997,803.7137990999997,803.7137990999997,803.7137990999997,803.7137990999997,803.7137990999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,10,244,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,803.7137990999997,803.7137990999997,803.7137990999997,803.7137990999997,804.6898515,804.7552282999998,j,j,1,1.046744199999921,805.7633564999999,805.7633564999999,805.7633564999999,805.7633564999999,805.7633564999999,805.7633564999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,11,245,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,805.7633564999999,805.7633564999999,805.7633564999999,805.7633564999999,806.7513035999998,806.7863018999999,k,k,1,1.1244446000000607,807.8920752000001,807.8920752000001,807.8920752000001,807.8920752000001,807.8920752000001,807.8920752000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,12,246,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,807.8920752000001,807.8920752000001,807.8920752000001,807.8920752000001,808.8820614999997,808.9157929,l,l,1,0.9489665999999488,809.8418630999997,809.8418630999997,809.8418630999997,809.8418630999997,809.8418630999997,809.8418630999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,13,247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,809.8418630999997,809.8418630999997,809.8418630999997,809.8418630999997,810.8409795,810.8733473999998,k,k,1,0.9217679999997017,811.7655658000001,811.7655658000001,811.7655658000001,811.7655658000001,811.7655658000001,811.7655658000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,14,248,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,811.7655658000001,811.7655658000001,811.7655658000001,811.7655658000001,812.7454209999999,812.8140325000002,k,k,1,0.9137691999999333,813.6913673000001,813.6913673000001,813.6913673000001,813.6913673000001,813.6913673000001,813.6913673000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,15,249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,813.6913673000001,813.6913673000001,813.6913673000001,813.6913673000001,814.6722671999999,814.7407298,j,j,1,0.9139563999997335,815.6025533999998,815.6025533999998,815.6025533999998,815.6025533999998,815.6025533999998,815.6025533999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,16,250,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,815.6025533999998,815.6025533999998,815.6025533999998,815.6025533999998,816.5753634,816.6427576999997,l,l,1,1.0258294000000205,817.6277557999999,817.6277557999999,817.6277557999999,817.6277557999999,817.6277557999999,817.6277557999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,17,251,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,817.6277557999999,817.6277557999999,817.6277557999999,817.6277557999999,818.6287565,818.6608728999997,j,j,1,0.984052100000099,819.6139535999998,819.6139535999998,819.6139535999998,819.6139535999998,819.6139535999998,819.6139535999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,0,252,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,819.6139535999998,819.6139535999998,819.6139535999998,819.6139535999998,820.5899026,820.6652032,j,j,1,0.9409372000000076,821.5608077999998,821.5608077999998,821.5608077999998,821.5608077999998,821.5608077999998,821.5608077999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,1,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,821.5608077999998,821.5608077999998,821.5608077999998,821.5608077999998,822.5381995999999,822.6051126999998,j,j,1,0.9202930999999808,823.4869931999999,823.4869931999999,823.4869931999999,823.4869931999999,823.4869931999999,823.4869931999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,2,254,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,823.4869931999999,823.4869931999999,823.4869931999999,823.4869931999999,824.4841807999999,824.5192576000002,l,l,1,0.9525892999999996,825.4417537000002,825.4417537000002,825.4417537000002,825.4417537000002,825.4417537000002,825.4417537000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
