target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,para_mouse.clicked_name,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,6,204,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,886.9550220000001,886.9550220000001,886.9550220000001,886.9550220000001,887.9386433999998,887.9688299999998,l,l,1,1.7165577000000667,889.6538193000001,889.6538193000001,889.6538193000001,890.6795315999998,890.6795315999998,890.6795315999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,7,205,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,890.6795315999998,890.6795315999998,890.6795315999998,890.6795315999998,891.6687733999997,891.6974523999997,k,k,1,2.155246899999838,893.8178392999998,893.8178392999998,893.8178392999998,894.8576266999999,894.8576266999999,894.8576266999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,8,206,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,894.8576266999999,894.8576266999999,894.8576266999999,894.8576266999999,895.8612497999998,895.8911061999997,j,j,1,1.6132340999997723,897.4497757999998,897.4497757999998,897.4497757999998,898.4838743,898.4838743,898.4838743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,9,207,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,898.4838743,898.4838743,898.4838743,898.4838743,899.4546399000001,899.5173540999999,j,j,1,1.4427960999996685,900.9250748,900.9250748,900.9250748,900.9250748,900.9250748,900.9250748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,10,208,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,900.9250748,900.9250748,900.9250748,900.9250748,901.9048171,901.9652004,j,j,1,0.9804306999999426,902.9125238000001,902.9125238000001,902.9125238000001,902.9125238000001,902.9125238000001,902.9125238000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,11,209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,902.9125238000001,902.9125238000001,902.9125238000001,902.9125238000001,903.8910966999997,903.9508903000001,j,j,1,1.3481390000001738,905.2607677000001,905.2607677000001,905.2607677000001,905.2607677000001,905.2607677000001,905.2607677000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,12,210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,905.2607677000001,905.2607677000001,905.2607677000001,905.2607677000001,906.2514818,906.2802182999999,j,j,1,0.9272314999998343,907.1922071999998,907.1922071999998,907.1922071999998,907.1922071999998,907.1922071999998,907.1922071999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,11,13,211,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,907.1922071999998,907.1922071999998,907.1922071999998,907.1922071999998,908.1705511999999,908.2338123,j,,0,1.1099346999999398,909.2763408999999,909.2763408999999,909.2763408999999,910.3155066999998,910.3155066999998,910.3155066999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,14,212,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,910.3155066999998,910.3155066999998,910.3155066999998,910.3155066999998,911.2948817000001,911.3537759000001,l,l,1,1.2501710999999887,912.5727269999998,912.5727269999998,912.5727269999998,912.5727269999998,912.5727269999998,912.5727269999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,11,15,213,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,912.5727269999998,912.5727269999998,912.5727269999998,912.5727269999998,913.5602411,913.5909286000001,l,l,1,0.8772683000001962,914.4523163999997,914.4523163999997,914.4523163999997,914.4523163999997,914.4523163999997,914.4523163999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,16,214,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,914.4523163999997,914.4523163999997,914.4523163999997,914.4523163999997,915.4419454999997,915.4718782,k,k,1,1.0504009000001133,916.5040269000001,916.5040269000001,916.5040269000001,916.5040269000001,916.5040269000001,916.5040269000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,11,17,215,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,916.5040269000001,916.5040269000001,916.5040269000001,916.5040269000001,917.5030263999997,917.5352331999998,k,k,1,1.7647195999998075,919.2516494000001,919.2516494000001,919.2516494000001,920.2794226999999,920.2794226999999,920.2794226999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,0,216,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,920.2794226999999,920.2794226999999,920.2794226999999,920.2794226999999,921.2808988000002,921.3108972,l,l,1,1.1366629999997713,922.4247731,922.4247731,922.4247731,922.4247731,922.4247731,922.4247731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,1,217,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,922.4247731,922.4247731,922.4247731,922.4247731,923.4065326,923.4655118999999,l,l,1,0.867852099999709,924.2939244999998,924.2939244999998,924.2939244999998,924.2939244999998,924.2939244999998,924.2939244999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,2,218,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,924.2939244999998,924.2939244999998,924.2939244999998,924.2939244999998,925.2844553,925.3166130999998,j,j,1,1.017936600000212,926.3212060000001,926.3212060000001,926.3212060000001,926.3212060000001,926.3212060000001,926.3212060000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,3,219,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,926.3212060000001,926.3212060000001,926.3212060000001,926.3212060000001,927.300772,927.3649053999998,k,k,1,1.0563458999999966,928.3803539,928.3803539,928.3803539,928.3803539,928.3803539,928.3803539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,4,220,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,928.3803539,928.3803539,928.3803539,928.3803539,929.3489790999997,929.4088108999999,l,l,1,0.9506134999996902,930.3327043999998,930.3327043999998,930.3327043999998,930.3327043999998,930.3327043999998,930.3327043999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,5,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,930.3327043999998,930.3327043999998,930.3327043999998,930.3327043999998,931.3218103999998,931.3590605999998,j,j,1,1.2246201000002657,932.5651210999999,932.5651210999999,932.5651210999999,932.5651210999999,932.5651210999999,932.5651210999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,6,222,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,932.5651210999999,932.5651210999999,932.5651210999999,932.5651210999999,933.5628180999997,933.5983387000001,l,k,0,0.8858943999998701,934.4279121999998,934.4279121999998,934.4279121999998,935.4780560999998,935.4780560999998,935.4780560999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,7,223,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,935.4780560999998,935.4780560999998,935.4780560999998,935.4780560999998,936.4442441000001,936.5072565999999,j,j,1,1.7450347999997575,938.1950656999998,938.1950656999998,938.1950656999998,939.2435142999998,939.2435142999998,939.2435142999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,8,224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,939.2435142999998,939.2435142999998,939.2435142999998,939.2435142999998,940.2177621999999,940.2814660999998,k,k,1,1.9156068000002051,942.1355488999998,942.1355488999998,942.1355488999998,943.1668845999998,943.1668845999998,943.1668845999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,9,225,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,943.1668845999998,943.1668845999998,943.1668845999998,943.1668845999998,944.1528404000001,944.1898188999999,l,l,1,2.4710685000000012,946.6141858999999,946.6141858999999,946.6141858999999,947.6392105,947.6392105,947.6392105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,10,226,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,947.6392105,947.6392105,947.6392105,947.6392105,948.6203455,948.6821887000001,j,j,1,1.0833112999998775,949.7284015,949.7284015,949.7284015,949.7284015,949.7284015,949.7284015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,11,227,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,949.7284015,949.7284015,949.7284015,949.7284015,950.7230261,950.7621174000001,k,k,1,0.9383288000003631,951.6799885,951.6799885,951.6799885,951.6799885,951.6799885,951.6799885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,12,12,228,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,951.6799885,951.6799885,951.6799885,951.6799885,952.6681290000001,952.6974915999999,l,l,1,0.8973581000000195,953.5785179999998,953.5785179999998,953.5785179999998,953.5785179999998,953.5785179999998,953.5785179999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,13,229,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,953.5785179999998,953.5785179999998,953.5785179999998,953.5785179999998,954.5689097999998,954.5978885,k,k,1,1.176741299999776,955.7558862000001,955.7558862000001,955.7558862000001,955.7558862000001,955.7558862000001,955.7558862000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,14,230,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,955.7558862000001,955.7558862000001,955.7558862000001,955.7558862000001,956.7412202,956.7743845,j,j,1,2.3484841999998025,959.0873262999999,959.0873262999999,959.0873262999999,960.1405034,960.1405034,960.1405034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,12,15,231,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,960.1405034,960.1405034,960.1405034,960.1405034,961.1399778,961.1698372000001,j,j,1,1.9135722999999416,963.0283786,963.0283786,963.0283786,964.0570592999998,964.0570592999998,964.0570592999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,16,232,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,964.0570592999998,964.0570592999998,964.0570592999998,964.0570592999998,965.0421461000001,965.0709456999998,k,k,1,1.004478299999846,966.0711350000001,966.0711350000001,966.0711350000001,966.0711350000001,966.0711350000001,966.0711350000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,12,17,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,966.0711350000001,966.0711350000001,966.0711350000001,966.0711350000001,967.0484213999998,967.1083199,k,k,1,0.9467842999997629,968.0212001,968.0212001,968.0212001,968.0212001,968.0212001,968.0212001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,0,234,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,968.0212001,968.0212001,968.0212001,968.0212001,969.0180141000001,969.0489996000001,k,k,1,0.9474903999998787,969.9703487000002,969.9703487000002,969.9703487000002,969.9703487000002,969.9703487000002,969.9703487000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,1,235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,969.9703487000002,969.9703487000002,969.9703487000002,969.9703487000002,970.9560523,970.9858353999998,j,j,1,1.1283416999999645,972.1018454,972.1018454,972.1018454,972.1018454,972.1018454,972.1018454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,2,236,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,972.1018454,972.1018454,972.1018454,972.1018454,973.0954750999999,973.1308248999999,j,j,1,0.6110963000000993,973.7144153999998,973.7144153999998,973.7144153999998,973.7144153999998,973.7144153999998,973.7144153999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,3,237,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,973.7144153999998,973.7144153999998,973.7144153999998,973.7144153999998,974.6890367999999,974.7504039999999,l,l,1,1.2162812999999915,975.9344916999999,975.9344916999999,975.9344916999999,975.9344916999999,975.9344916999999,975.9344916999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,4,238,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,975.9344916999999,975.9344916999999,975.9344916999999,975.9344916999999,976.9234112999998,976.9570358000001,j,j,1,1.1540847000001122,978.0919135999998,978.0919135999998,978.0919135999998,978.0919135999998,978.0919135999998,978.0919135999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,5,239,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,978.0919135999998,978.0919135999998,978.0919135999998,978.0919135999998,979.0939463999998,979.1291808999999,l,l,1,0.8501494000001912,979.9494531999999,979.9494531999999,979.9494531999999,979.9494531999999,979.9494531999999,979.9494531999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,6,240,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,979.9494531999999,979.9494531999999,979.9494531999999,979.9494531999999,980.9498296000002,980.9798669000002,j,j,1,1.3438368000001901,982.2927111999998,982.2927111999998,982.2927111999998,982.2927111999998,982.2927111999998,982.2927111999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,7,241,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,982.2927111999998,982.2927111999998,982.2927111999998,982.2927111999998,983.2867348,983.3186455999999,k,k,1,4.276858199999879,987.5457315999997,987.5457315999997,987.5457315999997,988.5707735000001,988.5707735000001,988.5707735000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,8,242,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,988.5707735000001,988.5707735000001,988.5707735000001,988.5707735000001,989.577139,989.6064342999998,l,l,1,1.14215460000014,990.7216979,990.7216979,990.7216979,990.7216979,990.7216979,990.7216979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,9,243,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,990.7216979,990.7216979,990.7216979,990.7216979,991.7076569000001,991.740151,j,j,1,1.2040445000002364,992.9274326,992.9274326,992.9274326,992.9274326,992.9274326,992.9274326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,10,244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,992.9274326,992.9274326,992.9274326,992.9274326,993.9127325,993.9537313000001,l,l,1,0.9393009999998867,994.8732684000001,994.8732684000001,994.8732684000001,994.8732684000001,994.8732684000001,994.8732684000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,11,245,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,994.8732684000001,994.8732684000001,994.8732684000001,994.8732684000001,995.8459761999998,995.9100045999999,k,k,1,1.1238219000001664,997.0042020999999,997.0042020999999,997.0042020999999,997.0042020999999,997.0042020999999,997.0042020999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,12,246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,997.0042020999999,997.0042020999999,997.0042020999999,997.0042020999999,997.9799904000001,998.0489087000001,k,l,0,1.2322543000000223,999.2156068999998,999.2156068999998,999.2156068999998,1000.2656999000001,1000.2656999000001,1000.2656999000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
