target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,date,expName,psychopyVersion,frameRate,
positive,positive,2,l,j,,,,,,,,,1,11,29,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.6650284999632277,245.81872220005607,246.83174240001244,246.81739220005693,None,245.81872220005607,None,245.81872220005607,None,245.81872220005607,None,247.4816562100372,None,247.4816562100372,None,247.4816562100372,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,1,12,30,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.6650112000061199,247.48527340003056,248.50059880001936,248.4840449000476,None,247.48527340003056,None,247.48527340003056,None,247.48527340003056,None,249.14828531002277,None,249.14828531002277,None,249.14828531002277,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,1,13,31,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.648147500003688,249.15199610003037,250.1646591000026,250.14799720002338,None,249.15199610003037,None,249.15199610003037,None,249.15199610003037,None,250.79790631001234,None,250.79790631001234,None,250.79790631001234,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,1,14,32,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.6313426999840885,250.79843439999968,251.79798250005115,251.79798250005115,None,250.79843439999968,None,250.79843439999968,None,250.79843439999968,None,252.43124011002365,None,252.43124011002365,None,252.43124011002365,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,1,15,33,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.715386199997738,252.4313211000408,253.4313193000271,253.4313193000271,None,252.4313211000408,None,252.4313211000408,None,252.4313211000408,None,254.14818761003554,None,254.14818761003554,None,254.14818761003554,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,1,16,34,5,,,,,,,,,main,1,1,1,negative,positive,j,j,1,0.7339311999967322,254.153740400041,255.16723440005444,255.15058200003114,None,254.153740400041,None,254.153740400041,None,254.153740400041,None,255.88382911001682,None,255.88382911001682,None,255.88382911001682,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,1,17,35,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.7660621000104584,255.8874926000135,256.9004910000367,256.8839066000073,None,255.8874926000135,None,255.8874926000135,None,255.8874926000135,None,257.6482634100306,None,257.6482634100306,None,257.6482634100306,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,2,0,36,16,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6939904000028037,257.6556518000434,258.6670550000272,258.6504282000242,None,257.6556518000434,None,257.6556518000434,None,257.6556518000434,None,259.3480547100247,None,259.3480547100247,None,259.3480547100247,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,2,1,37,6,,,,,,,,,main,2,2,1,positive,negative,l,l,1,1.015691299980972,259.3524504000088,260.3669471000321,260.35037610004656,None,259.3524504000088,None,259.3524504000088,None,259.3524504000088,None,261.3643351100094,None,261.3643351100094,None,261.3643351100094,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,2,2,38,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.8974601000081748,261.36555580003187,262.3810785000096,262.36441200005356,None,261.36555580003187,None,261.36555580003187,None,261.36555580003187,None,263.2643726100272,None,263.2643726100272,None,263.2643726100272,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,2,3,39,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.8486090999795124,263.2682855000021,264.28364390000934,264.2671020000125,None,263.2682855000021,None,263.2682855000021,None,263.2682855000021,None,265.11462781002626,None,265.11462781002626,None,265.11462781002626,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,2,4,40,0,,,,,,,,,main,1,1,1,negative,negative,l,l,1,1.0983420999837108,265.11821890005376,266.1335119000287,266.11696850002045,None,265.11821890005376,None,265.11821890005376,None,265.11821890005376,None,267.2145737100567,None,267.2145737100567,None,267.2145737100567,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,2,5,41,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.733836900035385,267.2181174000143,268.23158060002606,268.2169148000539,None,267.2181174000143,None,267.2181174000143,None,267.2181174000143,None,268.95013461000633,None,268.95013461000633,None,268.95013461000633,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,2,6,42,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.765286699985154,268.95299760001944,269.9648766000173,269.9502475000336,None,268.95299760001944,None,268.95299760001944,None,268.95299760001944,None,270.71712921001597,None,270.71712921001597,None,270.71712921001597,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,2,7,43,9,,,,,,,,,main,2,2,2,negative,negative,l,l,1,1.0621359000215307,270.71969630004605,271.7308833000134,271.71422190003796,None,270.71969630004605,None,270.71969630004605,None,270.71969630004605,None,272.7807900100073,None,272.7807900100073,None,272.7807900100073,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,2,8,44,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.7318215999985114,272.78085200005444,273.78089930000715,273.78089930000715,None,272.78085200005444,None,272.78085200005444,None,272.78085200005444,None,274.5141348100209,None,274.5141348100209,None,274.5141348100209,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,2,9,45,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,0.7817678999854252,274.5181856000563,275.5333338000346,275.51674410002306,None,274.5181856000563,None,274.5181856000563,None,274.5181856000563,None,276.2977454100095,None,276.2977454100095,None,276.2977454100095,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,2,10,46,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.7013672000030056,276.3038467000006,277.3166927000275,277.3001124000293,None,276.3038467000006,None,276.3038467000006,None,276.3038467000006,None,278.0004888100142,None,278.0004888100142,None,278.0004888100142,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,2,11,47,2,,,,,,,,,main,1,1,1,positive,positive,j,j,1,0.8449572999961674,278.0037709000171,279.01661890000105,278.9977568000322,None,278.0037709000171,None,278.0037709000171,None,278.0037709000171,None,279.8473407100013,None,279.8473407100013,None,279.8473407100013,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,2,12,48,10,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7156193999690004,279.85030130000087,280.86656540003605,280.83104540000204,None,279.85030130000087,None,279.85030130000087,None,279.85030130000087,None,281.56448121002757,None,281.56448121002757,None,281.56448121002757,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,2,13,49,17,,,,,,,,,main,1,1,2,neutral,positive,j,j,1,0.7310180999920703,281.5799328000285,282.5806678000372,282.5639949000324,None,281.5799328000285,None,281.5799328000285,None,281.5799328000285,None,283.2972388100519,None,283.2972388100519,None,283.2972388100519,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,2,14,50,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.7843215999891981,283.2973208000185,284.30002540000714,284.30002540000714,None,283.2973208000185,None,283.2973208000185,None,283.2973208000185,None,285.0830615100043,None,285.0830615100043,None,285.0830615100043,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,2,15,51,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.7460742000257596,285.0869973000372,286.0997722000466,286.08328420005273,None,285.0869973000372,None,285.0869973000372,None,285.0869973000372,None,286.83085841005084,None,286.83085841005084,None,286.83085841005084,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,2,16,52,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.680891599971801,286.8349970000563,287.8498013000353,287.8332356000319,None,286.8349970000563,None,286.8349970000563,None,286.8349970000563,None,288.51416961005305,None,288.51416961005305,None,288.51416961005305,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,2,17,53,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.764828099985607,288.5174457000103,289.53314190002857,289.51652210002067,None,288.5174457000103,None,288.5174457000103,None,288.5174457000103,None,290.28076041001475,None,290.28076041001475,None,290.28076041001475,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,3,0,54,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.7141284000244923,290.28485160000855,291.29752250004094,291.2830534000532,None,290.28485160000855,None,290.28485160000855,None,290.28485160000855,None,291.9974117100413,None,291.9974117100413,None,291.9974117100413,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,3,1,55,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.7147121999878436,292.0015787000302,293.0137891000486,292.99712340004044,None,292.0015787000302,None,292.0015787000302,None,292.0015787000302,None,293.71369481,None,293.71369481,None,293.71369481,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,3,2,56,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.8842955000000075,293.7140186000033,294.71380040002987,294.71380040002987,None,293.7140186000033,None,293.7140186000033,None,293.7140186000033,None,295.59956561000433,None,295.59956561000433,None,295.59956561000433,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,3,3,57,6,,,,,,,,,main,2,2,1,positive,negative,l,l,1,0.696207000000868,295.6032430000487,296.61630020005396,296.5997618000256,None,295.6032430000487,None,295.6032430000487,None,295.6032430000487,None,297.2972944100096,None,297.2972944100096,None,297.2972944100096,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,3,4,58,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.8378980000270531,297.30111620004755,298.3162534000003,298.29962820000947,None,297.30111620004755,None,297.30111620004755,None,297.30111620004755,None,299.1328288100252,None,299.1328288100252,None,299.1328288100252,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,3,5,59,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.6610532000195235,299.13976930000354,300.1473165000207,300.1306526000262,None,299.13976930000354,None,299.13976930000354,None,299.13976930000354,None,300.79956961004643,None,300.79956961004643,None,300.79956961004643,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,3,6,60,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.613563199993223,300.80275680002524,301.8161530000507,301.7995582000003,None,300.80275680002524,None,300.80275680002524,None,300.80275680002524,None,302.41383291001546,None,302.41383291001546,None,302.41383291001546,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,3,7,61,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.7317183999693953,302.41800100001274,303.43021440005396,303.4135686000227,None,302.41800100001274,None,302.41800100001274,None,302.41800100001274,None,304.1468102100247,None,304.1468102100247,None,304.1468102100247,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,3,8,62,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.8805942999897525,304.14813670003787,305.16358240001136,305.1469230000512,None,304.14813670003787,None,304.14813670003787,None,304.14813670003787,None,306.03047761001505,None,306.03047761001505,None,306.03047761001505,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,3,9,63,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.698811000038404,306.03382940002484,307.0471875000512,307.0328950000112,None,306.03382940002484,None,306.03382940002484,None,306.03382940002484,None,307.7304393100261,None,307.7304393100261,None,307.7304393100261,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,3,10,64,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.7334759999648668,307.73443360003876,308.7494464000338,308.73280850000447,None,307.73443360003876,None,307.73443360003876,None,307.73443360003876,None,309.4658908100158,None,309.4658908100158,None,309.4658908100158,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,3,11,65,11,,,,,,,,,main,1,1,2,positive,positive,j,j,1,0.8125705999555066,309.46914630004903,310.48269450000953,310.4660399000277,None,309.46914630004903,None,309.46914630004903,None,309.46914630004903,None,311.2803494100284,None,311.2803494100284,None,311.2803494100284,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,3,12,66,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,1.035106499970425,311.28437480004504,312.2993383000139,312.28275670000585,None,311.28437480004504,None,311.28437480004504,None,311.28437480004504,None,313.3158068100514,None,313.3158068100514,None,313.3158068100514,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,3,13,67,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.8114412999711931,313.32017650001217,314.3299705000245,314.31335140002193,None,313.32017650001217,None,313.32017650001217,None,313.32017650001217,None,315.1299247100309,None,315.1299247100309,None,315.1299247100309,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,3,14,68,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.7653269000002183,315.12997550005093,316.1300250000204,316.1300250000204,None,315.12997550005093,None,315.12997550005093,None,315.12997550005093,None,316.89691661001996,None,316.89691661001996,None,316.89691661001996,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,3,15,69,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.714940799982287,316.90065780002624,317.9159212000086,317.89928110002074,None,316.90065780002624,None,316.90065780002624,None,316.90065780002624,None,318.613536610041,None,318.613536610041,None,318.613536610041,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,3,16,70,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.6819706999813206,318.6171117000049,319.63241450005444,319.61580660002073,None,318.6171117000049,None,318.6171117000049,None,318.6171117000049,None,320.2968295100203,None,320.2968295100203,None,320.2968295100203,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,3,17,71,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.8812030000262894,320.300686600036,321.3157995000365,321.2969029000378,None,320.300686600036,None,320.300686600036,None,320.300686600036,None,322.1801191100443,None,322.1801191100443,None,322.1801191100443,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,4,0,72,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.8485641000443138,322.18421900004614,323.19911770004546,323.165795500041,None,322.18421900004614,None,322.18421900004614,None,322.18421900004614,None,324.03008541005545,None,324.03008541005545,None,324.03008541005545,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,4,1,73,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.6812994999927469,324.03345420002006,325.04645550000714,325.0297918000142,None,324.03345420002006,None,324.03345420002006,None,324.03345420002006,None,325.71303591004687,None,325.71303591004687,None,325.71303591004687,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,4,2,74,17,,,,,,,,,main,1,1,2,neutral,positive,j,j,1,0.798613800026942,325.7131157000549,326.7133700000122,326.7133700000122,None,325.7131157000549,None,325.7131157000549,None,325.7131157000549,None,327.5133500100404,None,327.5133500100404,None,327.5133500100404,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,4,3,75,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.6690288999816403,327.5166486000526,328.53230570000596,328.51567839999916,None,327.5166486000526,None,327.5166486000526,None,327.5166486000526,None,329.18015391001825,None,329.18015391001825,None,329.18015391001825,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,4,4,76,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.9108231000136584,329.18708570004674,330.1989067000104,330.182334800018,None,329.18708570004674,None,329.18708570004674,None,329.18708570004674,None,331.0966001100081,None,331.0966001100081,None,331.0966001100081,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,4,5,77,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.7818500999710523,331.1005147000542,332.1133273000014,332.09894490003353,None,331.1005147000542,None,331.1005147000542,None,331.1005147000542,None,332.8799008100235,None,332.8799008100235,None,332.8799008100235,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,4,6,78,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.7672213000478223,332.88348740001675,333.89890100003686,333.88231040001847,None,332.88348740001675,None,332.88348740001675,None,332.88348740001675,None,334.6487444100261,None,334.6487444100261,None,334.6487444100261,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,4,7,79,9,,,,,,,,,main,2,2,2,negative,negative,l,l,1,0.7792221999843605,334.65182410000125,335.6629040000262,335.6462365000043,None,334.65182410000125,None,334.65182410000125,None,334.65182410000125,None,336.42945711000937,None,336.42945711000937,None,336.42945711000937,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,4,8,80,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.9675299000227824,336.42953210003907,337.42956910002977,337.42956910002977,None,336.42953210003907,None,336.42953210003907,None,336.42953210003907,None,338.39872981003134,None,338.39872981003134,None,338.39872981003134,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,4,9,81,7,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.6624464999767952,338.40713530004723,339.41546750004636,339.398856200045,None,338.40713530004723,None,338.40713530004723,None,338.40713530004723,None,340.0630054100242,None,340.0630054100242,None,340.0630054100242,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,4,10,82,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.7838892999570817,340.0694452000316,341.0821152999997,341.065430800023,None,340.0694452000316,None,340.0694452000316,None,340.0694452000316,None,341.8485981100297,None,341.8485981100297,None,341.8485981100297,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,4,11,83,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.8148965000291355,341.85185630002525,342.86538280005334,342.84879270003876,None,341.85185630002525,None,341.85185630002525,None,341.85185630002525,None,343.6651784100162,None,343.6651784100162,None,343.6651784100162,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
