target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,positive,1,j,l,,,,,,,,,13,14,248,6,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,0.8773178000119515,668.0967986999894,669.1766839000047,669.0787838000106,None,668.0967986999894,None,668.0967986999894,None,668.0967986999894,None,669.9168665200064,None,669.9168665200064,None,669.9168665200064,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,1,k,k,,,,,,,,,13,15,249,1,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7747604000032879,669.9688892000122,671.0398707000131,670.9895859000098,None,669.9688892000122,None,669.9688892000122,None,669.9688892000122,None,671.6953838100133,None,671.6953838100133,None,671.6953838100133,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,1,j,l,,,,,,,,,13,16,250,3,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,j,j,1,0.7610177999886218,671.7339664000028,672.7929673999897,672.7463745999848,None,671.7339664000028,None,671.7339664000028,None,671.7339664000028,None,673.4635036199993,None,673.4635036199993,None,673.4635036199993,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,2,j,l,,,,,,,,,13,17,251,9,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,j,j,1,0.9356851000047754,673.5386068999942,674.577157599997,674.5268453999888,None,673.5386068999942,None,673.5386068999942,None,673.5386068999942,None,675.4213802200043,None,675.4213802200043,None,675.4213802200043,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,1,j,l,,,,,,,,,14,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,j,j,1,0.9024347000231501,675.4439112000109,676.5214723999961,676.4683819999918,None,675.4439112000109,None,675.4439112000109,None,675.4439112000109,None,677.3268775200063,None,677.3268775200063,None,677.3268775200063,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,1,k,k,,,,,,,,,14,1,253,7,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,1.2137468000000808,677.3583196999971,678.4335572000127,678.3854036999983,None,677.3583196999971,None,677.3583196999971,None,677.3583196999971,None,679.5458882200123,None,679.5458882200123,None,679.5458882200123,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,2,k,k,,,,,,,,,14,2,254,10,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.8010062999965157,679.5781727999856,680.6090799999947,680.576289699995,None,679.5781727999856,None,679.5781727999856,None,679.5781727999856,None,681.3481820200045,None,681.3481820200045,None,681.3481820200045,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,1,j,l,,,,,,,,,14,3,255,6,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,j,j,1,0.815989399998216,681.4009783999936,682.4825125999923,682.4343724999926,None,681.4009783999936,None,681.4009783999936,None,681.4009783999936,None,683.1753150300123,None,683.1753150300123,None,683.1753150300123,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,2,k,k,,,,,,,,,14,4,256,16,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.7124091000005137,683.2487327999843,684.2828260000097,684.23435720001,None,683.2487327999843,None,683.2487327999843,None,683.2487327999843,None,684.8892893200041,None,684.8892893200041,None,684.8892893200041,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,1,k,k,,,,,,,,,14,5,257,1,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7917927000089549,684.9699863000133,686.0126722999848,685.9646271000092,None,684.9699863000133,None,684.9699863000133,None,684.9699863000133,None,686.7059227199875,None,686.7059227199875,None,686.7059227199875,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,2,k,k,,,,,,,,,14,6,258,13,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.7457251000159886,686.7334403999848,687.7750425999984,687.7273019999848,None,686.7334403999848,None,686.7334403999848,None,686.7334403999848,None,688.4406823100114,None,688.4406823100114,None,688.4406823100114,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,1,l,j,,,,,,,,,14,7,259,2,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,l,l,1,0.8445314000127837,688.4806972999941,689.5454028999957,689.4947503999865,None,688.4806972999941,None,688.4806972999941,None,688.4806972999941,None,690.3022113199927,None,690.3022113199927,None,690.3022113199927,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,2,l,j,,,,,,,,,14,8,260,14,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.9214101000106893,690.3350734999985,691.4199201999872,691.3730797999888,None,690.3350734999985,None,690.3350734999985,None,690.3350734999985,None,692.2280309199937,None,692.2280309199937,None,692.2280309199937,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,2,l,j,,,,,,,,,14,9,261,17,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,l,l,1,0.8268045000149868,692.2647622000077,693.3246066999855,693.2750959999976,None,692.2647622000077,None,692.2647622000077,None,692.2647622000077,None,694.0609215300123,None,694.0609215300123,None,694.0609215300123,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,1,l,j,,,,,,,,,14,10,262,8,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,l,l,1,0.8875743999960832,694.137518100004,695.1933818999969,695.1459464000072,None,694.137518100004,None,694.137518100004,None,694.137518100004,None,695.9622794199909,None,695.9622794199909,None,695.9622794199909,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,1,l,j,,,,,,,,,14,11,263,5,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,l,l,1,0.746378999989247,695.9935625999933,697.0321753000026,697.0321753000026,None,695.9935625999933,None,695.9935625999933,None,695.9935625999933,None,697.7149671199963,None,697.7149671199963,None,697.7149671199963,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,2,j,l,,,,,,,,,14,12,264,9,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,0.8786499999987427,697.7829358000017,698.8199214999913,698.772043200006,None,697.7829358000017,None,697.7829358000017,None,697.7829358000017,None,699.6006835199892,None,699.6006835199892,None,699.6006835199892,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,2,l,j,,,,,,,,,14,13,265,11,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,l,l,1,0.8395692000049166,699.6338492000068,700.7053065999935,700.6547983000055,None,699.6338492000068,None,699.6338492000068,None,699.6338492000068,None,701.4349757200048,None,701.4349757200048,None,701.4349757200048,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,2,j,l,,,,,,,,,14,14,266,15,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,j,j,1,0.7949709000240546,701.5051812999882,702.5739551000006,702.5184079000028,None,701.5051812999882,None,701.5051812999882,None,701.5051812999882,None,703.2478078200015,None,703.2478078200015,None,703.2478078200015,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,1,j,l,,,,,,,,,14,15,267,3,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.7684234000043944,703.2884144000127,704.3233982000093,704.3233982000093,None,703.2884144000127,None,703.2884144000127,None,703.2884144000127,None,705.0247571199957,None,705.0247571199957,None,705.0247571199957,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,1,k,k,,,,,,,,,14,16,268,4,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,1.010494899994228,705.0603356999927,706.1345106000081,706.0819113999896,None,705.0603356999927,None,705.0603356999927,None,705.0603356999927,None,707.0371500200067,None,707.0371500200067,None,707.0371500200067,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,2,j,l,,,,,,,,,14,17,269,12,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,j,j,1,0.7588679000036791,707.0850434000022,708.1556368999882,708.1075999999885,None,707.0850434000022,None,707.0850434000022,None,707.0850434000022,None,708.8046150199893,None,708.8046150199893,None,708.8046150199893,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
